emoji_1,emoji_2,emoji_3,emoji_4,emoji_5,emoji_6,emoji_7,emoji_8,emoji_9,emoji_10,emoji_11,emoji_12,emoji_13,label
179,106,34,0,198,32,16,26,16,128,34,117,106,0
16,34,179,207,169,198,26,106,159,117,34,106,16,1
179,198,16,34,47,106,26,48,34,181,106,117,16,1
106,34,120,56,26,16,198,179,156,16,106,117,34,0
57,72,26,198,179,16,34,106,212,34,106,117,16,0
34,203,16,179,198,186,26,106,106,16,34,117,103,0
198,156,26,34,179,16,106,81,34,117,183,16,106,1
179,34,198,26,16,154,106,155,117,106,133,16,34,0
34,16,179,83,26,198,145,106,106,154,34,16,117,1
98,198,34,179,16,106,26,206,16,34,117,201,106,1
124,16,166,34,198,26,106,179,106,101,34,117,16,1
198,26,106,16,71,25,179,34,117,16,106,34,66,0
16,198,179,106,26,160,153,34,16,106,34,117,5,0
198,106,177,26,16,179,92,34,16,8,34,117,106,1
106,16,181,198,26,82,34,179,34,186,117,106,16,0
16,196,106,34,26,179,198,186,16,118,117,34,106,0
26,106,179,16,104,34,139,198,106,34,16,150,117,0
16,106,34,199,179,26,198,0,10,16,106,34,117,0
106,26,196,16,179,198,124,34,34,106,33,16,117,1
26,16,120,34,134,106,179,198,106,34,117,16,12,0
101,26,34,16,179,198,106,126,34,106,117,128,16,0
26,179,198,99,16,106,43,34,106,34,117,16,201,0
198,179,106,11,26,34,189,16,106,117,34,183,16,1
60,179,198,106,128,16,34,26,106,34,117,16,149,0
34,198,101,106,26,169,179,16,34,106,117,16,36,0
137,179,26,48,106,34,16,198,16,106,117,75,34,1
76,179,106,34,26,198,16,88,106,103,117,34,16,0
179,104,16,106,26,34,198,97,178,106,16,117,34,0
10,106,179,34,16,64,26,198,106,34,117,16,51,1
179,198,34,16,1,35,106,26,106,16,78,34,117,0
199,198,16,34,26,179,192,106,34,106,25,117,16,1
34,16,179,65,48,26,106,198,106,117,34,16,182,1
26,106,133,198,16,34,210,179,106,16,117,34,153,0
26,34,87,198,194,106,179,16,34,16,104,117,106,1
26,61,16,34,179,198,106,53,106,117,34,16,122,0
2,106,179,77,34,198,16,26,34,159,117,16,106,1
16,179,26,198,106,98,51,34,34,106,117,78,16,0
106,16,51,34,26,148,198,179,16,117,180,34,106,0
35,26,83,16,179,106,34,198,106,16,34,117,25,1
34,142,26,179,198,106,16,133,16,106,55,34,117,0
121,179,26,16,175,198,106,34,16,34,106,117,53,1
106,26,122,16,34,198,179,137,117,104,106,34,16,1
179,16,198,106,59,34,212,26,16,67,106,34,117,1
106,198,173,179,80,34,16,26,34,117,16,106,136,1
16,190,156,198,34,106,179,26,125,34,106,117,16,1
179,26,198,16,34,106,171,104,187,16,34,106,117,0
16,181,34,179,198,106,143,26,106,117,16,5,34,0
16,106,34,198,0,186,26,179,25,34,117,106,16,1
198,16,179,34,106,150,26,160,106,16,34,89,117,1
175,106,24,198,16,26,179,34,106,8,16,34,117,1
198,8,26,34,164,16,179,106,106,117,16,34,48,0
26,160,34,198,159,179,106,16,106,117,183,16,34,0
16,41,26,34,179,106,198,22,16,34,175,106,117,0
179,34,26,106,16,198,206,93,16,117,34,114,106,1
199,106,34,16,198,69,179,26,106,34,117,16,103,1
179,198,34,26,106,208,16,192,117,204,34,106,16,1
16,1,26,179,198,171,34,106,16,128,106,117,34,0
26,16,106,36,155,198,179,34,34,117,16,106,104,1
152,106,179,16,26,34,198,98,34,94,106,16,117,0
106,208,146,16,34,179,198,26,34,16,106,199,117,1
26,179,16,34,57,106,198,118,117,16,186,106,34,1
25,106,34,70,26,16,198,179,16,117,34,72,106,0
106,55,26,16,34,198,179,102,16,117,106,105,34,1
76,34,198,16,148,26,106,179,34,122,16,117,106,0
26,9,179,16,106,34,171,198,117,106,43,16,34,1
179,48,13,16,34,26,198,106,58,106,117,16,34,1
169,26,179,34,198,185,106,16,34,16,117,106,168,1
198,106,26,179,80,120,16,34,152,106,117,34,16,1
26,34,179,16,198,25,39,106,106,117,34,16,118,0
198,106,26,179,210,16,34,204,16,34,117,106,104,1
106,16,179,198,123,34,26,187,117,186,106,16,34,1
106,198,179,16,26,34,65,76,1,117,106,16,34,1
26,16,34,179,13,106,168,198,33,16,34,106,117,0
189,26,106,34,176,179,198,16,117,34,94,106,16,1
179,106,157,34,101,198,26,16,118,117,16,106,34,0
198,26,106,179,77,34,158,16,106,34,117,16,182,1
26,34,166,106,149,179,198,16,16,34,106,58,117,1
198,26,179,189,106,16,34,162,106,62,16,117,34,1
179,198,75,16,34,209,26,106,34,16,180,117,106,0
16,86,106,103,34,198,179,26,16,34,117,105,106,1
16,198,106,179,26,118,34,84,16,189,34,106,117,0
34,198,26,179,106,16,206,210,204,117,34,106,16,1
16,31,182,198,179,26,34,106,34,16,106,117,136,1
26,179,20,16,34,106,198,137,16,106,159,117,34,1
64,34,198,106,179,26,62,16,16,106,117,62,34,0
106,34,179,26,198,16,156,88,34,1,106,16,117,1
26,179,16,23,37,34,106,198,62,106,34,16,117,1
198,106,26,34,63,179,16,157,34,100,16,106,117,1
106,18,198,151,179,26,16,34,180,16,106,34,117,0
73,26,186,179,34,106,198,16,34,106,16,117,20,0
34,106,16,198,179,21,26,175,16,34,117,106,80,1
34,41,106,172,26,16,198,179,77,16,34,117,106,0
179,76,16,198,34,106,139,26,34,117,75,16,106,1
28,106,179,34,198,9,16,26,34,16,117,67,106,1
16,198,34,26,144,106,179,105,92,34,106,16,117,0
26,106,34,19,198,16,179,123,106,16,117,34,207,0
179,198,175,142,106,26,34,16,117,34,106,201,16,1
181,106,16,34,179,26,198,142,16,117,106,34,193,0
26,116,179,78,16,34,106,198,117,105,16,106,34,1
179,16,189,34,26,198,184,106,16,106,34,117,77,1
54,77,106,198,26,16,179,34,16,34,117,136,106,1
16,179,198,106,34,199,26,79,117,106,34,41,16,1
198,179,16,26,79,106,199,34,117,58,106,34,16,0
179,16,106,34,26,198,128,142,18,106,34,16,117,1
179,166,198,106,83,16,34,26,16,117,34,33,106,0
106,179,26,16,198,194,13,34,106,117,34,16,58,0
26,34,146,66,198,106,179,16,106,10,34,117,16,0
94,84,179,16,106,26,198,34,106,117,34,8,16,1
198,34,111,154,26,16,106,179,16,106,117,122,34,0
16,34,198,160,201,179,106,26,36,16,117,106,34,0
179,41,106,26,34,142,16,198,16,106,25,117,34,1
27,179,106,16,101,198,26,34,106,56,34,16,117,1
26,208,16,198,34,106,131,179,106,36,16,117,34,0
198,16,199,106,26,130,34,179,34,16,194,117,106,1
34,198,134,179,39,16,106,26,117,106,16,100,34,1
106,121,198,26,34,16,40,179,34,106,80,16,117,1
16,106,198,26,168,179,98,34,106,16,117,66,34,0
99,167,106,34,198,16,26,179,34,106,16,212,117,1
151,16,34,106,198,26,179,178,175,16,34,106,117,0
16,106,34,87,199,26,198,179,106,8,16,34,117,1
179,26,16,34,106,198,180,96,34,197,117,106,16,0
193,106,26,34,198,79,179,16,16,117,34,40,106,1
176,77,179,16,34,106,198,26,36,34,16,117,106,0
179,106,58,34,198,26,16,115,76,34,117,16,106,1
198,106,26,43,129,34,16,179,34,117,106,43,16,0
16,26,198,179,59,34,106,72,153,16,106,117,34,0
34,179,26,21,198,118,106,16,34,16,106,117,122,0
26,106,34,135,198,16,179,212,16,7,34,106,117,0
106,34,16,198,13,25,26,179,16,106,117,76,34,0
34,198,183,26,179,16,166,106,89,117,106,16,34,1
34,16,13,106,198,26,179,175,117,106,20,16,34,1
198,26,74,179,106,16,197,34,34,117,16,106,1,1
96,26,198,153,34,179,106,16,9,34,16,106,117,0
211,17,179,26,106,34,198,16,106,117,16,34,188,1
164,198,16,26,48,34,106,179,168,106,34,16,117,1
106,202,34,208,26,179,16,198,117,16,34,5,106,0
106,179,26,198,149,16,93,34,34,178,117,106,16,1
166,128,106,26,34,16,179,198,106,34,16,117,48,0
194,26,179,198,106,164,16,34,117,106,34,188,16,0
16,34,58,106,179,26,99,198,101,117,16,34,106,1
147,26,34,106,114,179,16,198,117,101,16,34,106,1
26,16,213,179,106,166,34,198,34,16,104,106,117,1
26,97,34,159,179,106,198,16,117,124,34,106,16,0
106,16,26,97,185,198,34,179,106,63,117,16,34,1
178,26,34,106,27,179,16,198,18,117,106,16,34,1
34,120,26,106,179,16,150,198,34,16,175,106,117,0
198,179,34,106,50,26,16,45,16,106,117,20,34,0
179,26,34,171,106,16,48,198,20,117,16,34,106,1
198,26,179,106,16,34,105,73,167,106,117,34,16,0
16,34,198,37,26,106,148,179,178,117,34,16,106,0
204,106,16,26,151,34,179,198,125,117,106,16,34,1
34,16,26,198,178,79,179,106,117,106,34,208,16,1
16,198,106,118,34,98,26,179,16,149,106,117,34,0
16,198,189,26,179,34,106,169,16,34,117,7,106,1
26,179,198,16,34,106,129,55,117,106,16,118,34,1
198,26,179,16,34,124,106,158,43,16,117,106,34,1
26,179,106,71,16,10,34,198,106,117,16,34,199,1
179,26,24,106,48,34,16,198,16,117,34,183,106,0
106,16,34,198,98,179,77,26,106,118,34,117,16,0
34,16,26,156,106,198,143,179,58,16,34,106,117,1
76,179,34,106,26,16,91,198,117,106,34,201,16,0
39,34,106,179,16,26,159,198,117,7,16,106,34,0
172,198,179,34,16,10,26,106,106,34,117,16,153,1
179,148,26,106,16,128,198,34,1,117,106,16,34,1
34,2,198,106,16,100,26,179,16,106,1,117,34,1
179,26,106,34,198,16,129,66,43,34,106,16,117,1
106,198,74,26,179,37,16,34,117,34,106,16,189,0
179,26,106,11,89,16,34,198,106,117,1,34,16,1
16,26,24,80,106,179,198,34,34,128,117,16,106,0
16,198,34,106,136,179,203,26,16,34,106,53,117,1
106,198,92,141,34,179,16,26,117,106,100,16,34,1
106,179,198,34,157,133,26,16,16,18,117,106,34,0
191,179,26,34,16,106,198,182,34,106,17,117,16,0
148,34,198,106,179,26,175,16,106,34,118,117,16,1
198,16,106,34,26,43,179,102,78,16,34,117,106,0
26,16,106,179,34,198,131,6,106,16,75,117,34,1
198,34,26,16,153,179,106,131,16,213,34,117,106,0
198,179,136,106,16,34,26,84,16,117,106,101,34,0
179,170,198,43,26,106,34,16,16,117,204,106,34,0
106,198,34,155,179,26,16,134,106,117,16,34,58,0
179,137,198,34,26,106,16,76,106,76,34,16,117,0
198,16,75,115,106,179,34,26,117,106,45,16,34,0
16,179,119,89,198,34,106,26,106,16,34,117,199,0
179,34,198,65,122,16,106,26,34,117,178,106,16,1
198,143,106,34,26,101,16,179,117,34,16,6,106,0
203,106,34,16,37,179,26,198,34,106,182,117,16,1
74,106,34,16,179,26,198,207,106,34,194,117,16,1
75,26,16,198,179,34,106,177,16,207,106,117,34,0
16,26,198,152,34,64,179,106,106,117,34,16,189,0
26,3,106,179,198,16,34,185,34,182,106,117,16,1
106,26,213,34,16,179,109,198,16,106,34,117,72,1
198,179,26,106,150,16,42,34,34,106,5,16,117,0
198,34,16,27,179,26,106,185,117,16,34,106,136,1
99,26,199,198,16,106,34,179,105,16,117,106,34,1
34,179,106,118,26,109,16,198,117,106,34,45,16,0
26,34,16,179,108,106,198,197,117,34,206,16,106,1
106,198,49,179,26,16,185,34,16,34,117,8,106,1
26,198,106,56,34,162,16,179,34,106,40,16,117,0
198,98,26,106,179,34,16,156,16,117,34,37,106,1
55,26,179,106,16,34,198,184,34,18,106,117,16,1
16,179,26,202,34,106,198,94,16,106,34,117,195,0
26,179,16,106,57,8,198,34,16,106,34,122,117,0
26,198,54,179,106,19,16,34,106,117,16,34,182,1
26,34,33,97,16,179,198,106,206,16,117,106,34,0
40,106,16,102,34,198,179,26,16,117,106,34,197,0
198,16,179,26,61,34,92,106,33,16,106,34,117,1
179,197,34,26,16,106,198,184,117,16,193,106,34,1
16,34,106,198,179,153,26,71,106,34,117,159,16,1
26,48,16,120,179,34,198,106,106,16,34,195,117,1
198,24,34,16,26,194,179,106,106,34,16,7,117,0
34,26,106,190,179,16,149,198,43,16,117,34,106,1
44,179,106,26,34,198,16,199,106,16,154,117,34,1
106,198,77,164,179,26,16,34,34,106,199,117,16,1
72,179,106,16,34,198,26,147,106,117,16,34,178,0
106,198,26,179,80,16,166,34,34,117,1,106,16,1
188,179,198,120,106,26,34,16,117,159,16,106,34,1
179,106,198,208,57,34,16,26,34,16,117,189,106,0
160,16,26,198,179,106,156,34,16,106,34,117,149,0
106,198,34,121,179,55,26,16,16,34,106,134,117,1
26,34,16,179,198,106,188,0,117,106,16,104,34,1
34,149,126,179,26,106,16,198,106,117,16,34,175,1
34,198,16,19,26,139,106,179,34,16,206,117,106,0
16,179,0,19,34,26,106,198,106,16,17,117,34,0
106,179,16,101,14,198,26,34,34,117,16,106,159,1
16,26,106,179,200,34,198,33,34,16,36,117,106,0
198,106,26,34,16,137,179,159,189,106,117,16,34,0
198,26,16,155,106,153,34,179,16,106,34,117,63,0
56,198,106,34,26,16,179,148,16,78,117,106,34,0
179,34,26,198,115,16,106,89,106,58,117,34,16,0
37,106,16,26,34,179,42,198,106,16,40,34,117,0
21,198,89,26,16,106,34,179,106,16,34,175,117,0
61,34,106,41,26,179,16,198,106,136,34,16,117,1
18,106,49,179,34,26,16,198,34,43,106,117,16,0
34,16,179,26,62,138,106,198,16,117,106,181,34,1
34,179,198,16,91,106,26,89,117,16,122,106,34,0
198,106,16,34,163,179,133,26,194,106,117,34,16,0
26,16,106,177,198,179,34,41,34,117,16,188,106,0
76,16,166,198,179,34,106,26,34,117,188,16,106,0
34,106,198,157,26,16,179,18,16,117,106,34,66,0
26,34,179,173,106,16,198,94,16,34,106,94,117,0
141,26,34,6,16,106,179,198,34,117,188,106,16,1
63,26,34,198,16,106,179,42,16,10,34,117,106,0
208,198,16,34,49,106,179,26,117,34,16,106,188,1
150,34,16,106,26,179,71,198,16,106,117,55,34,0
34,16,106,179,26,112,62,198,34,117,106,16,150,0
106,198,205,26,179,16,34,183,34,16,117,106,133,1
106,26,17,34,70,16,198,179,105,34,16,106,117,1
26,34,179,16,198,99,106,168,16,117,34,125,106,1
179,34,16,198,26,197,109,106,106,117,16,45,34,1
137,34,179,16,198,26,213,106,106,16,117,34,175,1
106,101,16,34,121,26,179,198,106,89,117,34,16,1
207,16,129,198,26,106,179,34,117,16,7,34,106,1
2,167,106,16,198,179,26,34,16,128,117,106,34,1
192,26,181,106,179,34,16,198,106,34,167,117,16,0
34,16,112,179,106,198,26,136,16,117,40,106,34,0
188,26,16,34,106,127,198,179,16,34,106,40,117,0
16,198,127,179,26,34,48,106,106,16,51,34,117,1
34,22,41,198,106,179,16,26,104,106,16,34,117,1
34,16,106,153,198,179,28,26,153,106,34,117,16,0
55,106,198,16,26,30,34,179,34,106,16,89,117,1
16,106,179,127,26,34,182,198,16,8,34,106,117,0
198,124,34,26,97,179,16,106,16,34,40,117,106,1
213,16,34,109,26,198,106,179,16,34,106,117,6,1
16,131,34,198,1,26,106,179,55,34,117,16,106,0
106,99,179,34,26,16,114,198,117,16,34,106,76,1
16,179,198,19,34,106,26,131,34,187,16,117,106,0
108,182,16,179,34,106,198,26,55,106,16,117,34,0
49,106,16,19,34,26,179,198,106,117,178,34,16,0
179,106,198,16,86,199,26,34,16,34,134,117,106,0
124,26,184,179,198,16,34,106,34,106,153,16,117,1
198,179,106,34,26,36,155,16,16,106,34,66,117,1
179,131,106,16,198,26,134,34,34,32,117,106,16,1
198,58,26,44,34,16,179,106,117,150,106,16,34,1
120,34,212,26,106,179,16,198,34,16,106,10,117,0
179,34,101,106,26,198,131,16,117,34,106,175,16,0
16,26,198,106,179,34,5,69,34,117,16,89,106,1
16,198,37,34,61,179,106,26,34,16,117,106,94,0
198,26,76,179,34,107,106,16,153,34,117,16,106,1
4,179,16,106,34,198,26,40,117,16,106,53,34,1
179,106,100,16,34,198,26,98,16,10,117,106,34,0
106,16,179,148,34,12,26,198,16,106,153,117,34,1
122,16,106,113,179,26,198,34,16,34,12,117,106,1
210,198,106,179,16,26,34,67,106,19,16,117,34,0
106,211,179,63,26,198,34,16,34,117,16,106,118,0
198,34,84,106,9,179,16,26,117,106,100,34,16,1
198,16,26,40,106,179,34,184,117,34,16,106,8,1
198,207,179,106,34,26,200,16,67,117,106,34,16,1
16,198,192,26,179,106,34,149,106,16,183,34,117,1
16,34,26,53,198,21,106,179,16,34,106,5,117,0
106,16,204,179,90,34,198,26,117,8,16,34,106,1
205,26,16,198,34,128,179,106,32,106,34,16,117,1
26,16,198,89,38,106,179,34,106,117,34,201,16,0
26,198,34,106,156,16,170,179,106,34,16,189,117,0
34,84,179,198,104,106,26,16,34,117,106,16,207,0
140,26,179,198,106,16,34,77,117,76,106,34,16,1
106,198,1,26,179,157,34,16,16,72,117,106,34,0
114,106,26,179,34,198,16,191,117,106,34,168,16,1
16,166,179,189,34,198,26,106,117,34,106,16,53,1
16,106,198,26,13,213,34,179,34,167,106,117,16,1
120,53,26,106,34,179,198,16,34,117,175,106,16,0
106,20,198,26,179,4,34,16,117,106,195,34,16,0
34,179,106,13,26,16,66,198,106,16,117,6,34,1
34,198,130,179,182,106,16,26,207,106,117,34,16,0
34,106,6,26,179,198,147,16,117,18,34,16,106,1
16,198,179,26,106,34,124,162,16,114,117,34,106,1
198,26,196,34,197,179,16,106,80,16,34,106,117,1
2,26,179,106,16,198,77,34,16,34,40,106,117,0
34,26,16,179,64,103,106,198,106,34,32,117,16,0
65,26,16,106,41,179,198,34,1,34,106,16,117,1
16,114,179,34,138,106,26,198,117,34,106,16,75,1
179,34,198,26,106,68,16,189,80,106,117,16,34,1
179,125,106,160,198,26,34,16,16,117,125,106,34,0
16,34,158,26,201,106,198,179,117,34,106,16,40,1
34,198,152,26,16,179,99,106,106,117,16,193,34,0
106,68,34,26,179,175,198,16,16,117,106,34,43,1
34,106,144,16,198,36,26,179,43,34,16,106,117,1
26,61,16,179,198,114,106,34,106,117,16,136,34,1
34,82,198,159,179,106,26,16,16,34,152,106,117,0
16,198,106,26,206,211,34,179,5,106,34,117,16,0
198,16,106,51,26,119,179,34,16,34,117,37,106,0
198,152,106,16,34,26,179,95,55,106,16,34,117,0
34,26,197,106,198,179,16,131,106,16,117,51,34,1
77,16,198,34,130,106,26,179,34,106,16,133,117,1
198,195,34,179,106,26,170,16,106,34,117,16,36,1
179,16,104,26,106,34,198,84,16,118,106,34,117,0
34,106,16,128,179,198,126,26,117,16,34,106,8,1
109,198,16,26,106,179,195,34,34,16,117,106,133,1
34,121,8,26,179,106,198,16,34,117,106,16,207,0
16,26,106,34,198,179,102,150,106,34,117,16,118,0
70,34,16,26,179,67,106,198,117,34,106,16,208,0
127,34,186,106,179,26,198,16,117,32,34,16,106,0
198,106,34,194,26,179,16,130,187,106,117,34,16,0
105,106,26,34,179,198,123,16,117,16,20,34,106,0
138,106,207,16,198,26,34,179,106,76,34,117,16,1
179,94,34,106,16,198,26,27,117,106,118,16,34,1
34,16,41,198,11,179,106,26,117,204,34,16,106,0
114,16,22,179,26,34,198,106,106,32,117,34,16,1
16,106,34,179,198,204,26,50,16,117,34,207,106,0
106,16,26,212,198,126,179,34,106,117,34,154,16,1
16,179,26,106,65,122,198,34,106,117,34,16,67,1
16,63,198,179,106,26,34,22,117,16,106,34,63,0
98,16,198,26,106,179,77,34,32,117,16,106,34,0
26,198,179,34,16,172,80,106,16,106,189,34,117,0
159,106,157,34,179,16,26,198,34,106,117,136,16,1
198,11,106,16,26,208,34,179,187,16,106,34,117,0
16,106,26,198,179,173,51,34,41,117,34,106,16,0
16,26,106,34,179,103,146,198,16,34,53,106,117,1
106,198,34,101,179,26,16,82,106,16,117,34,53,1
198,179,26,169,16,149,106,34,106,89,16,117,34,1
30,198,179,16,26,40,34,106,34,16,106,83,117,1
16,4,198,26,106,178,179,34,106,34,16,67,117,1
194,179,34,26,106,16,109,198,117,106,134,34,16,0
16,26,28,193,198,179,106,34,106,34,197,16,117,0
16,198,100,179,106,161,34,26,106,34,16,183,117,0
26,178,106,16,34,139,179,198,167,117,16,34,106,0
22,100,106,198,16,26,179,34,152,117,16,34,106,0
26,27,34,179,198,206,16,106,16,34,106,117,10,0
179,34,198,16,193,163,26,106,106,167,16,117,34,0
198,26,163,34,179,78,106,16,16,106,117,128,34,1
26,198,179,16,106,34,149,95,117,16,51,106,34,1
198,179,26,16,78,11,106,34,152,16,106,34,117,1
198,16,34,211,178,179,106,26,117,16,34,92,106,0
26,35,103,16,106,198,34,179,106,117,16,114,34,0
106,198,179,34,70,78,26,16,117,16,34,106,168,1
106,76,198,34,179,16,26,191,16,193,106,117,34,0
34,26,64,179,198,7,16,106,106,34,117,16,5,0
26,34,106,179,16,130,198,104,106,16,34,45,117,0
179,172,78,26,16,34,198,106,106,117,76,16,34,1
198,26,34,96,16,179,106,181,122,117,16,34,106,0
34,76,106,179,16,198,26,30,16,25,106,117,34,1
127,26,179,136,16,198,106,34,207,106,16,34,117,0
198,16,106,34,26,161,179,20,55,106,117,16,34,0
25,198,34,109,179,16,106,26,34,56,16,106,117,0
16,1,29,179,26,106,34,198,34,189,117,16,106,0
198,34,26,16,46,179,100,106,16,76,34,117,106,0
34,106,179,16,51,198,26,112,117,106,76,16,34,0
34,198,179,166,16,6,26,106,34,117,106,152,16,1
34,107,17,179,16,198,106,26,16,106,34,37,117,1
16,34,36,26,129,179,106,198,106,34,187,117,16,0
179,26,106,16,198,123,201,34,34,16,117,20,106,1
179,96,106,16,26,10,34,198,106,117,16,34,37,1
17,106,198,16,111,179,26,34,106,117,89,16,34,1
26,106,198,34,16,179,33,57,16,167,106,117,34,0
34,179,183,26,16,15,106,198,106,175,16,117,34,1
26,106,122,179,198,110,16,34,34,63,16,117,106,1
198,16,179,34,106,7,26,69,103,117,16,34,106,1
16,157,34,198,26,182,179,106,106,16,103,117,34,0
34,184,26,106,7,16,179,198,16,41,117,34,106,1
20,26,34,16,106,179,198,52,34,117,16,104,106,1
162,26,16,179,198,34,77,106,16,106,117,17,34,0
106,16,34,179,45,57,198,26,175,106,117,16,34,0
106,198,34,179,149,16,26,65,167,106,117,16,34,1
148,34,16,45,198,106,179,26,34,149,16,117,106,0
106,179,16,23,37,26,34,198,117,34,106,16,78,0
203,106,34,16,179,201,198,26,34,16,197,106,117,0
106,58,34,198,179,16,26,120,34,106,16,117,194,1
106,145,198,179,26,34,208,16,117,7,16,34,106,0
75,198,16,34,106,26,95,179,34,106,117,16,33,0
34,16,198,26,62,106,170,179,34,16,117,103,106,0
179,53,174,198,34,16,26,106,41,117,34,106,16,0
34,73,198,179,150,16,106,26,34,117,36,16,106,0
16,35,179,106,8,34,26,198,117,106,187,16,34,0
43,121,16,106,34,198,179,26,106,34,16,117,62,1
34,16,193,198,26,179,15,106,206,34,106,117,16,0
26,46,179,41,16,106,198,34,78,34,106,16,117,0
69,201,34,26,198,16,106,179,34,117,106,182,16,1
179,26,34,16,198,73,106,18,34,56,16,106,117,1
42,34,179,16,26,106,198,149,128,117,16,106,34,1
16,179,212,161,198,26,106,34,83,117,34,16,106,1
102,16,26,106,34,40,179,198,106,117,153,34,16,1
106,69,16,26,198,34,179,1,187,16,117,34,106,0
179,82,34,106,114,26,16,198,106,83,117,16,34,1
198,99,106,26,16,7,34,179,34,117,16,7,106,0
26,16,179,195,173,198,106,34,34,117,92,16,106,0
134,198,16,96,26,34,179,106,117,106,6,34,16,0
179,26,106,198,173,33,34,16,117,16,106,105,34,1
34,179,16,72,198,106,110,26,106,128,117,16,34,0
198,179,16,75,69,34,26,106,16,106,34,117,194,0
16,179,106,26,144,1,198,34,16,106,117,92,34,0
16,56,34,106,176,179,198,26,106,34,16,117,212,0
34,26,36,135,106,16,198,179,117,106,136,16,34,1
26,190,106,16,34,197,198,179,117,106,16,34,6,1
26,158,106,75,34,198,179,16,80,117,16,106,34,0
106,34,185,16,26,179,198,137,106,117,41,34,16,1
16,179,198,26,34,132,89,106,185,34,16,117,106,0
26,80,16,198,59,179,34,106,16,33,34,106,117,0
15,16,198,179,26,106,34,55,106,16,34,117,94,1
179,16,3,63,34,198,26,106,106,117,34,16,105,1
16,43,198,179,34,110,106,26,16,80,106,34,117,0
179,16,34,106,198,35,26,195,117,16,106,34,94,1
82,198,34,106,16,179,26,181,34,106,16,100,117,0
26,16,106,152,0,34,198,179,117,16,106,37,34,1
26,106,16,179,62,34,198,68,16,117,106,34,159,1
198,16,178,26,179,112,106,34,34,16,117,106,187,0
16,34,179,135,198,26,37,106,16,117,213,34,106,0
26,16,198,106,34,152,205,179,25,16,117,34,106,1
16,34,106,26,179,148,198,180,34,117,16,106,5,0
106,26,34,179,198,16,188,157,117,34,106,182,16,1
141,198,34,16,106,114,26,179,106,34,5,117,16,0
179,9,198,106,209,34,16,26,16,118,117,106,34,0
198,123,26,16,34,12,179,106,117,106,16,193,34,0
106,26,126,179,16,198,156,34,106,117,114,34,16,1
179,106,16,26,57,34,198,159,34,16,117,106,185,0
34,179,198,106,16,55,64,26,154,106,34,117,16,1
179,34,106,89,26,198,16,111,34,106,117,9,16,0
198,179,26,114,24,16,34,106,106,34,149,16,117,0
16,179,186,106,34,26,198,143,34,182,16,117,106,1
26,16,34,106,142,213,179,198,117,16,34,106,8,1
121,106,179,92,16,26,34,198,212,16,34,117,106,1
179,192,106,33,198,34,16,26,117,34,16,106,153,1
26,198,106,16,179,149,34,163,34,106,16,20,117,1
75,26,106,198,34,16,179,35,34,106,117,16,122,0
